,url,title,total_score,text,price,category,aspects
10,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Khi đến trải nghiệm tại khu vui chơi dalat wonderland, tôi cảm thấy trải nghiệm rất tốt, diễn ra suôn sẻ và tôi rất thích thú! chắc chắn sẽ đề nghị",,tour,{'EXPERIENCE#ACTIVITY': 'NEUTRAL'}
11,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Về tổng thể, khu vui chơi dalat wonderland mang lại cảm giác nếu trồng thêm cây lớn để đỡ nắng thì rất tuyệt vời. động vật được chăm sóc tốt, mập mạp. chó nên để ở nơi thoáng mát, rộng rãi, đỡ cắn nhau và sủa loạn khi khách đến. nhân viên lịch sự, vui vẻ. nhiều trò chơi..",,tour,"{'SERVICE#STAFF': 'POSITIVE', 'ENVIRONMENT#ATMOSPHERE': 'NEUTRAL', 'EXPERIENCE#ACTIVITY': 'NEUTRAL'}"
12,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,chỉ là một nơi tập trung vào selfie để ghé thăm.. Mình có dịp trải nghiệm tại khu vui chơi dalat wonderland.,,tour,{}
13,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Tìm thấy khu vui chơi dalat wonderland trên bản đồ, tôi trải nghiệm thấy xe địa hình chơi quá đã.",,tour,{'EXPERIENCE#ACTIVITY': 'NEUTRAL'}
14,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"Sau khi trải nghiệm dịch vụ ở săn mây panorama cầu đất, mình nhận thấy chuyến săn mây tuy không có mây nhưng đẹp vì cảnh sắc bình minh nơi rừng thông và đồi trà.",,tour,{'ENVIRONMENT#SCENERY': 'POSITIVE'}
15,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,Điều đáng chú ý ở khu vui chơi dalat wonderland: không đáng nhân viên phục vụ lơ đãng không nên đi như không tốt,,tour,{'SERVICE#STAFF': 'NEGATIVE'}
16,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Một lần đến khu vui chơi dalat wonderland, mình cảm nhận tôi bị mất điện thoại và họ đã tìm thấy nó cho tôi, nhân viên rất tốt bụng, trải nghiệm của chúng tôi thật tuyệt vời.",,tour,"{'SERVICE#STAFF': 'POSITIVE', 'EXPERIENCE#ACTIVITY': 'POSITIVE'}"
17,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A1c%20H%E1%BB%93ng%20Limousine%20-%20VP%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJeYhILbhtcTERPPwl6AroVxM,lạc hồng limousine - vp đà lạt,3.2,tai xe nhiet tinh than thien phục vụ tốt.. Và địa điểm mình nhắc đến chính là lạc hồng limousine - vp đà lạt.,,tour,{'SERVICE#STAFF': 'POSITIVE'}
18,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,cũng là săn mây nhưng mà nó lạ lămz. Mình có mặt ở đó là tại săn mây panorama cầu đất.,,tour,{}
19,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A1c%20H%E1%BB%93ng%20Limousine%20-%20VP%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJeYhILbhtcTERPPwl6AroVxM,lạc hồng limousine - vp đà lạt,3.2,"Nói chung, lạc hồng limousine - vp đà lạt cho mình cảm giác đi xe rất êm tài xế tận tình rất ok.",,tour,{}
20,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Khi ghé khu vui chơi dalat wonderland, mình tệ vãi, bỏ 0 ra đi được đúng cái du thuyền là ok . nhà tuyết thì kco miếng lạnh, vài trò chơi thì đóng không chơi được jztr",,tour,{'EXPERIENCE#ACTIVITY': 'NEUTRAL'}
21,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"Sau khi thử săn mây panorama cầu đất, ghi nhận đẹp",,tour,{}
22,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Lần tới khu vui chơi dalat wonderland, mình đã nhân viên thân thiện nhiệt tình. chơi vui cả ngày",,tour,"{'SERVICE#STAFF': 'POSITIVE', 'EXPERIENCE#ACTIVITY': 'NEUTRAL'}"
23,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"khu vui chơi dalat wonderland cho mình cảm giác xứng đáng để đi và trải nghiệm, các bạn hướng dẫn thì cực kì nhiệt tình và dễ thương. có rất nhiều trò chơi nên mọi người đi sớm để chơi được hết.",,tour,"{'SERVICE#STAFF': 'POSITIVE', 'EXPERIENCE#ACTIVITY': 'NEUTRAL'}"
24,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Khi mình tới khu vui chơi dalat wonderland, mình thấy quá tệ, không điểm nào ra điểm nào..",,tour,{}
25,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"Ghé qua săn mây panorama cầu đất, mình thấy nó thực sự rất tuyệt. có rất nhiều nơi bạn có thể nhìn thấy những đám mây..",,tour,{}
26,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Sau khi nghỉ ở khu vui chơi dalat wonderland, mình thấy xuất sắt nhân viên dễ thương",,tour,{'SERVICE#STAFF': 'POSITIVE'}
27,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Trải nghiệm tại khu vui chơi dalat wonderland, mình thấy đừng tin tiktoker!! quá sức tệ, khai hoang để làm ra 1 thứ chả đâu vào đâu, làm xấu hình ảnh của đà lạt. 320k người là quá đắt, và không hề xứng đáng cho cơ sở vật chất, chất lượng phục vụ ở đây luôn cảm thấy xấu hổ khi bản thân mình là người kiếm được cái clip tiktok pr khu này vì có cái trò xe trượt dốc, người kêu bạn bè mình tới đây chơi. đường tới đây khá xa và càng gần về khu wonderland này đang có rất nhiều công trường làm rất bụi và cực kì nguy hiểm nếu như bạn đi xe máy như tụi mình không có dịch vụ xe điện chở khách tới các điểm chơi. trong khi đường có phẳng đâu, đường dốc, leo mệt bở hơi tai, leo lên là khỏi muốn chơi luôn rồi mà trời còn nắng banh đầu nữa. quảng cáo thì rõ nhiều trò chơi nhưng khi tới có nhiều trò bảo trì. vườn thú không có đa dạng, mấy bé chó rất tội nghiệp vì trông gầy và lông dơ, chứng tỏ không được chăm sóc tốt. trò trượt tuyết tui với bạn tui mém mất răng cực kì nguy hiểm nha mng!! trượt từ cao xuống mà không làm rộng cái mặt phẳng lúc xuống, để đứng dốc người đâm mẹ vào cái nệm nói là có nệm nhma đâm vào đó cực kì đau luôn ấy, người thì dính đầy tuyết a.k.a cát và muối trò xe trượt dốc, trên hình thì trải thảm cỏ phake trông rất đẹp, tới nơi thì không có thảm cỏ như hình mà chỉ có mình đường bê tông. lúc bạn mình hỏi anh hướng dẫn ở đây có ai bị tai nạn trượt cái dốc này chưa, ảnh thản nhiên kêu có nhiều trường hợp rồi ủa có rồi sao chả thấy sửa chữa đường, làm thêm mấy lớp bảo vệ đi má mà trượt rằn lắm nha, trượt chả thấy phê chỉ thấy ê đít có mấy khúc nguy hiểm lắm, kế bên là dốc núi cảm giác nó có thể sạt lở bất cứ lúc nào khu trò chơi trẻ em nghèo nàn, bậc cầu thang leo lên cũng rất nguy hiểm vì làm bậc cao. có 1 khu chơi trẻ em là phải đi lên cái thang bằng sắt kiểu thang thoát hiểm ngoài trời ý, mìh đi mà còn sợ huống gì các bé. hầu hết ở 2 lâu đài king và queen có cơ sở vật chất phải nói sao nhỉ? cảm giác như là từ những năm 2010 ấy vì nó thực sự trông rất mắc cười, kiểu rẻ tiền cực kì ấy :0 tóm gọn lại thì mình thấy ai mà tính đi thì dừng ngay ý định đó lại nha, phí tiền người về ôm cái bực vào thân bỏ ra 320k không xứng đáng 1 đồng nào cả..",,tour,"{'PRICE': 'NEGATIVE', 'SERVICE#STAFF': 'NEGATIVE', 'EXPERIENCE#ACTIVITY': 'NEGATIVE', 'LOCATION': 'POSITIVE', 'ENVIRONMENT#SCENERY': 'POSITIVE', 'ENVIRONMENT#ATMOSPHERE': 'NEUTRAL'}"
28,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"Từng trải qua tại săn mây panorama cầu đất, mình thấy may là hôm đó trời mưa nhưng bọn mình vẫn quyết định đi săn mây, không uổng công dậy sớm để đến đây, bọn mình đứng ngắm và chill khoảng 10p thì trời bắt đầu có sương mù, tội nghiệp cho các bạn đến sau trời mưa nhỏ và lạnh mà lại không săn được mây",,tour,{'SERVICE#STAFF': 'NEUTRAL'}
29,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Cảm nhận của mình về khu vui chơi dalat wonderland sau lần đầu ghé thăm là nhân viên thân thiện, nhiệt tình hỗ trợ, lắm trò chơi.",,tour,"{'SERVICE#STAFF': 'POSITIVE', 'EXPERIENCE#ACTIVITY': 'NEUTRAL'}"
30,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"săn mây panorama cầu đất đã cho mình cảm giác địa điểm săn mây đẹp, nhưng canh cảnh chưa được chăm chút kĩ lắm",,tour,"{'ENVIRONMENT#SCENERY': 'POSITIVE', 'SERVICE#STAFF': 'NEUTRAL'}"
31,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"khu vui chơi xịn xò. đầy đủ các loại trò chơi. thảm trượt đang bảo trì. đua chó không đua, chó ốm đà điểu cũng vây. có du thuyền và nhà tuyết,nhà ma, xe trượt, xe vượt địa hình. đáng đồng tiền. 09 2024. Mình có cơ hội trải nghiệm tại khu vui chơi dalat wonderland.",,tour,"{'EXPERIENCE#ACTIVITY': 'NEUTRAL', 'PRICE': 'POSITIVE'}"
32,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"Đi săn mây panorama cầu đất một lần, mình thấy view panorama trên đồi rất đẹp, có thể ngắm nhìn được mây và sương mù vào buổi sáng sớm, phù hợp để chụp ảnh đẹp và phong cách..",,tour,"{'ENVIRONMENT#SCENERY': 'POSITIVE', 'EXPERIENCE#ACTIVITY': 'NEUTRAL'}"
33,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Một hôm ghé khu vui chơi dalat wonderland, mình thấy giá vé 340 vì không có thuyền ngắm hồ là cao so với chất lượng dịch vụ, thú chỉ có lèo tèo vài con công viên khủng long gì mà chỉ có 6 con?? tôi sẽ không đến lần 2",,tour,"{'PRICE': 'NEGATIVE', 'SERVICE#STAFF': 'NEUTRAL'}"
34,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%93i%20M%C3%A2y%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJG89JVW8RcTERFMw-dWzXA3c,đồi mây đà lạt,4.5,đồi mây đà lạt là nơi mình thấy đẹp,,tour,{}
35,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Khám phá khu vui chơi dalat wonderland và mình thấy cẩn quan tâm, đẩu tư, trang thiết bị trong phòng..",,tour,{'SERVICE#STAFF': 'POSITIVE'}
36,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"Khi ghé qua săn mây panorama cầu đất, mình 120k cho 1 cái bánh, cơ sở hạ tầng thì chưa hoàn thành, được vài cây cầu gỗ để ngắm mây, đồ uống thì cực đắt.",,tour,{'PRICE': 'NEGATIVE'}
37,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,tệ. Mình đã tới khu vui chơi dalat wonderland hôm đó.,,tour,{}
38,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"giá vé 120k đã bao gồm ăn sáng, không có nước kèm theo nha. hôm mình đi có mưa và sương dày nên không săn mây được nên cũng hơi tiếc xiền, các bạn nên cân nhắc nha. điểm trừ cực lớn là nhà vệ sinh dơ, sàn đầy nước, hôi nữa.. Hôm mình ghé săn mây panorama cầu đất.",,tour,{'PRICE': 'NEUTRAL'}
39,https://www.google.com/maps/search/?api=1&query=S%C4%83n%20m%C3%A2y%20Panorama%20C%E1%BA%A7u%20%C4%90%E1%BA%A5t&query_place_id=ChIJWwBJX_kRcTERe1CHho6Q2IA,săn mây panorama cầu đất,3.8,"Mình đã ghé săn mây panorama cầu đất một lần và thấy quá tệ, lúc vào gửi xe đã chặn lại thu tiền vé 120k người, bạn thu tiền nói vé bao gồm 1 phần nước ăn sáng nhưng khi lên quán thì chỉ tặng 1 cái bánh dở tệ, lạnh ngắc chắc giá 10k, view chụp hình thì không có gì quá xuất sắc, chỉ được vài góc, đường đi lên chỗ chụp cũng rất dơ, toàn đất đỏ, không lót đá, trơn trượt dễ ngã. các bạn nên cân nhắc trước khi đi, đường xa, giá đắt so với các quán cafe xịn xò khác ở đà lạt nếu không muốn có trải nghiệm tệ và bực mình..",,tour,"{'LOCATION': 'POSITIVE', 'PRICE': 'NEGATIVE', 'ENVIRONMENT#SCENERY': 'POSITIVE', 'EXPERIENCE#ACTIVITY': 'NEGATIVE'}"
40,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"cực kì ấn tượng với cách làm việc chuyên nghiệp của các bạn lễ tân tại đây, nhất là bạn hà và bạn tú. mình đã có một kì nghỉ thật vui tại đây, cảm ơn các bạn !. Địa điểm này là khu vui chơi dalat wonderland.",,tour,{}
41,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A1c%20H%E1%BB%93ng%20Limousine%20-%20VP%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJeYhILbhtcTERPPwl6AroVxM,lạc hồng limousine - vp đà lạt,3.2,"Nếu phải đánh giá lạc hồng limousine - vp đà lạt, mình sẽ nói không đặt phòng với công ty này. tôi viết với tư cách là một người việt sinh ra, lớn lên ở giữa việt nam và canada. tôi biết việc lái xe ở việt nam như thế nào và việc lái xe của công ty này hoàn toàn nguy hiểm và liều lĩnh. không quan tâm đến hành khách trên tàu. tôi chưa bao giờ thấy cảnh lái xe như vậy trong 20 năm đi khắp việt nam từ trẻ em đến người lớn. các tài xế của công ty này rất thô lỗ, thiếu tôn trọng và không có sức chứa. chúng tôi đặt một chuyến từ đà lạt đến nha trang và được thông báo 2 giờ trước khi đón để đến sớm một giờ. chúng tôi không bận tâm đến điều này cho đến khi họ đến đón chúng tôi trễ khoảng 2 giờ. chúng tôi đã đặt lịch khởi hành lúc 10 giờ sáng và cuối cùng rời thành phố vào khoảng 11 giờ 30 sáng. cùng với đó, xe đón chúng tôi từ nha trang cũng trễ một tiếng rưỡi và họ không hiểu chúng tôi đang ở đâu mặc dù tôi nói tiếng việt trôi chảy. chúng tôi đã ở tại trung tâm nha trang. khách sạn trung tâm và phổ biến nhất ở nha trang. như đã nói, tôi thực sự khuyên bạn không nên đặt phòng với công ty này và thay vào đó ước gì chúng tôi đã đặt vé một chiều. bạn trai nói tiếng anh của tôi tôi đang sử dụng tài khoản google của anh ấy hoàn toàn im lặng và bị phớt lờ vì anh ấy không nói được tiếng việt nào, mặc dù thực tế là họ biết tiếng anh. nếu bạn là người nước ngoài và đến thăm việt nam, hãy tự giúp mình và tránh xa những tài xế liều lĩnh, thiếu hiểu biết và xấc xược này. sự thiếu hiếu khách của họ là rất, rất đáng thất vọng và hoàn toàn trung thực; tức giận. một ngôi sao dành cho chuyến đi đẹp đẽ, thật tiếc là chúng tôi không thể tận hưởng nó vì quá bận rộn bám chặt vào ghế vì mạng sống của mình. một điểm cộng thực sự là chỗ ngồi không thoải mái, lúng túng và có rất ít hoặc không có chỗ để chân. lạc hồng, cảm ơn bạn đã khiến tôi biết ơn vì được sống để phục vụ bạn. tối nay sẽ ôm mẹ thật chặt. chúc những ai lựa chọn lạc hồng may mắn..",,tour,"{'SERVICE#STAFF': 'NEGATIVE', 'ENVIRONMENT#SCENERY': 'POSITIVE', 'LOCATION': 'POSITIVE', 'ENVIRONMENT#ATMOSPHERE': 'NEUTRAL'}"
42,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%93i%20M%C3%A2y%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJG89JVW8RcTERFMw-dWzXA3c,đồi mây đà lạt,4.5,"Về tổng thể, đồi mây đà lạt mang lại cảm giác thật sự thích nơi này vì không cần phải dậy sớm săn mây, 5 giờ chiều mình tới nơi mây bồng bềnh đẹp lắm lận, mà nghe đâu có hôm sáng 7g vẫn còn mây. thích nữa là điểm này không quá xa trung tâm thành phố, mình chở hai đứa nhỏ của mình đi bằng xe máy khá thoải mái, đến nơi tụi nhỏ tha hồ chạy nhảy vì mặt bằng khá rộng và an toàn. tối 3 mẹ con cùng mấy đứa bạn ngồi ngắm sao, ngắm đèn nhà lồng ở phía xa, nướng thịt cừu nữa, một trải nghiệm rất thú vị..",,tour,"{'LOCATION': 'NEGATIVE', 'EXPERIENCE#ACTIVITY': 'POSITIVE'}"
43,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,được rồi. Đó chính là khu vui chơi dalat wonderland.,,tour,{}
44,https://www.google.com/maps/search/?api=1&query=Khu%20vui%20ch%C6%A1i%20Dalat%20Wonderland&query_place_id=ChIJR-Vg6JtrcTERYyYuo7kdjiw,khu vui chơi dalat wonderland,3.8,"Ghé thăm khu vui chơi dalat wonderland, mình thấy anh hướng dẫn nhiệt tình, trò chơi vui",,tour,"{'SERVICE#STAFF': 'POSITIVE', 'EXPERIENCE#ACTIVITY': 'NEUTRAL'}"
