,url,title,total_score,text,price
10,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,Đặt món súp lơ và thịt bò. . thịt bò là khó khăn và toàn bộ món ăn không có gì để khóc về. Chả giò đã ok. . nhờn. Lẩu chua ngọt. . về cơ bản knorrs tomyum cube. . không có gì khác để thêm,100-200 N ₫
11,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Không phải là nhà hàng ưa thích nhất, nhưng thức ăn là tuyệt vời! Và không đắt tiền. Tôi muốn giới thiệu mọi người hãy dùng thử",100-200 N ₫
12,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Nhà hàng tuyệt vời! ! Món ăn đặc biệt được làm rất tốt. Chúng tôi đã có gà - coconat cà ri Claypot, nồi đất sét thịt lợn, súp cá và gà - xoài. Nước ép xoài là đường trắng và rất ngon. Chúng tôi cũng đã có gluten - nhật ký miễn phí - món tráng miệng miễn phí :) mà gần như không thể có được.. Đầu bếp có kiến thức về dị ứng thực phẩm (và biết tất cả các thành phần của thực phẩm).. Được khuyên dùng nhiều nhất",100-200 N ₫
13,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,Món ăn tuyệt vời!. . Đặc biệt Lat là một khởi đầu chia sẻ hoàn hảo cho hai người.. . Chắc chắn thử món cà ri chay. Họ cũng có thể thêm gia vị nếu bạn yêu cầu.,100-200 N ₫
14,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Lần đầu tiên ở Lat và đến đường này vào đêm đầu tiên để uống nước tại Woody sau đó ăn và đã đọc các báo cáo tốt và may mắn có được một bàn. Các nhân viên rất đáng yêu, thức ăn rất ngon và giá cả rất hợp lý, chúng tôi vui vẻ quay lại lần thứ hai và một lần nữa yêu thích các món ăn và dịch vụ.",100-200 N ₫
15,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Khi bắt đầu, chúng tôi đã có những chiếc nem, mà bạn tự cuộn! Chúng tôi gọi món gà - hạt điều với nấm và gừng và cà ri dừa tofo. Cả hai đều đáng yêu và có hương vị tuyệt vời!",100-200 N ₫
16,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Bản thân tôi và anh em họ của tôi đã ở Lat trong 2 đêm và cô ấy đã tìm thấy nơi này trong chuyến đi cố vấn vào đêm đầu tiên của chúng tôi vì vậy chúng tôi đã cho nó đi. Thật là tuyệt. Chúng tôi chia sẻ món nem hải sản và rau muống, cô ấy có món gà cay sả và tôi có món cà ri gà dừa. Gà sả rất ngon nhưng so với các món khác đã thử, sẽ không đặt hàng nữa. Cà ri dừa gà là một hit lớn.. . Ngày thứ hai của chuyến đi và chúng tôi ăn trưa nhưng sau đó có một chuyến xe đêm muộn và muốn một bữa ăn lớn và một ít rượu để giúp chúng tôi ngủ để chúng tôi thấy mình trở lại đây! Lần này chúng tôi có món nem thịt (ngon hơn cả hải sản), tôi có nồi đất sét thịt lợn caramen và Ciara có món cà ri dừa đậu phụ. Chúng tôi thật lòng đã nói một từ trong suốt bữa ăn vì nó rất ngon.. . Nơi này là một viên ngọc quý của gia đình và tôi không thể đề nghị một chuyến thăm đủ cao. Trong bữa ăn của chúng tôi, chúng tôi đã nghe lỏm được một bàn khác bình luận về việc đó là món ăn ngon nhất mà họ đã ăn ở Việt Nam và tôi sẽ hoàn toàn lặp lại tình cảm của họ. Một bảng khác đã trả tiền và nói với các chủ sở hữu Hẹn gặp lại vào ngày mai! Vì họ rất thích bữa ăn của mình. Các chủ sở hữu và / hoặc nhân viên làm cho nó thêm đặc biệt với thái độ tích cực, thân thiện của họ! Nơi thực sự tuyệt vời.",100-200 N ₫
17,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Món ăn tuyệt vời của Việt Nam, đặc biệt là cà ri rau. Ngoài ra bia rất rẻ. Muốn giới thiệu.",100-200 N ₫
18,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Bạn trai của tôi và tôi đã đến đây mỗi đêm trong ba đêm ở Đà Lạt. Thức ăn rất đặc biệt mỗi lần. Chúng tôi đã thử các món ăn khác nhau bao gồm mì và nồi đất sét. Thức ăn rất ngon và có kích cỡ phần rất ngon. Rất giá cả hợp lý. Các nhân viên rất đáng yêu và thân thiện. Rất muốn giới thiệu, chúng tôi sẽ bỏ lỡ nơi này! !",100-200 N ₫
19,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,Thức ăn ở đây thật tuyệt vời! Có rất nhiều lựa chọn ăn chay nhưng bạn cũng có thể lấy thịt và cá. Tôi có thể giới thiệu nó rất nhiều và cho 130 000 đồng u có thể ăn tốt cho 2 ppl!,100-200 N ₫
20,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Tôi không biết khi nào việc xem xét Lonely Planet về nhà hàng này được viết, nhưng thức ăn là trung bình và không có gì ấn tượng về. Menu cũng như trang trí trông tầm thường. Tôi sẽ không nói hương vị là xấu, nhưng tất cả các món ăn đều giống như những món ăn nhẹ nhàng và nhẹ nhàng của đất nước.. Dừa gà được đề nghị rất ngọt ngào và hương vị yếu, trẻ em có thể thích nó.",100-200 N ₫
21,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,Đã được đề nghị thông qua một người bạn cho cà ri gà dừa đặc biệt của họ.. Không thất vọng. Đã có súp bí ngô cho món khai vị và sau đó là cà ri sau đó.. Thực đơn của nó trông rất lớn và nếu tôi đã ghé thăm một lần nữa tuần đó sẽ phải vật lộn để chọn bữa ăn tiếp theo cho bản thân mình.. Chắc chắn nên dừng lại ở đây cho một bữa ăn Việt Nam,100-200 N ₫
22,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,Nồi đất sét khá ngon. Nó xuất hiện thực sự nhanh chóng quá bc bạn bè của tôi và tôi đã vội vàng. Chúng tôi từng có nồi đất sét với các loại thịt khác nhau và họ đều ngon miệng. :),100-200 N ₫
23,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Bữa ăn tối sạch sẽ, ấm cúng và thân thiện, các bữa ăn đều tươi ngon và đầy hương thơm, thảo mộc và gia vị. Họ là những người tuyệt vời, những người yêu thích thức ăn. Giá cả tuyệt vời và phần lớn, như một cặp vợ chồng chúng tôi chia sẻ nhiều lần chính chỉ thêm gạo bổ sung.",100-200 N ₫
24,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Chúng tôi đã đặt mua thịt heo caramel và thịt gà xoài. Một trong những người phụ nữ thực sự thân thiện, cô ấy đã dạy chúng tôi cách chúng ta nên thưởng thức món thịt heo với cơm. Xoài chỉ là ok. Chúng tôi yêu cầu hai nước chanh và dừa để đi cùng với thức ăn.",100-200 N ₫
25,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,Chúng tôi rất hài lòng với bữa ăn tại nhà hàng này. Thức ăn được nấu chín với tình yêu và niềm đam mê. Xin giới thiệu và chúng tôi chắc chắn sẽ trở lại.,100-200 N ₫
26,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Wow các món ăn ở đây là xác thực và đầy hương vị. Một trong những bữa ăn ngon nhất mà tôi đã có từ khi đến thăm Việt Nam trong 6 ngày qua. Nhà hàng là vô cùng sạch sẽ và trang trí được chào đón. Tôi thích rằng tất cả các thành phần là SUPER FRESH bao gồm cả trái cây trong món tráng miệng của chúng tôi. Rất khuyên dùng nồi đất sét với trứng, xào đậu xanh và cà ri gà dừa. Họ cũng có wifi miễn phí.",100-200 N ₫
27,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Chúng tôi gọi cho bữa tối dựa trên các đánh giá trên trang web này. Các chủ sở hữu đã được dễ chịu, thức ăn đã được xuất sắc, chúng tôi đã thử cà ri gà dừa, súp bí ngô và một món ăn tôm, cộng với một vài loại rượu vang trắng Đà Lạt.",100-200 N ₫
28,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Chúng tôi rất thích một bữa ăn tuyệt vời ở đây với các món ăn ngon và nhân viên thân thiện / đầu bếp. Cà ri dừa là nổi bật, thịt heo nồi đất sét cũng rất ngon. Một chai rượu vang Đà Lạt đi kèm là giá cực kỳ hợp lý. Chúng tôi sẽ trở lại.",100-200 N ₫
29,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Ăn ở đây vài lần khi ở Đà Lạt. Đó là một nhà hàng nhỏ đáng yêu phục vụ nhiều món ăn Việt Nam với giá cả hợp lý. Rất khuyên bạn nên số 32, cà ri gà dừa, và món ăn chuối cho món tráng miệng. Thơm ngon!",100-200 N ₫
30,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Tôi đã biết nhà hàng này bởi cố vấn chuyến đi này. Tôi đến đó bằng taxi, và chỉ mất 3 ba phút từ chợ trung tâm. Sẽ tốt hơn nếu đi bộ ở đó, nếu có thể. Dù sao, tôi đã rất ấn tượng với các món ăn ở đây. Tôi nghĩ rằng Goc Ha Thanh là một nơi tốt cho bữa ăn như bất kỳ ở Lat. Tôi gọi một số món ăn; nồi cà ri, rau nướng và thịt lợn với tỏi và bơ spuce, súp ngon ... vv Tất cả tôi ăn là hoàn hảo. Tôi giới thiệu nhà hàng này từ trái tim tôi. Trên tất cả, bà Madam tôi đã gặp rất tốt để có một cuộc nói chuyện với tôi một cách tươi sáng! Cô ấy rất dễ nói chuyện và hòa đồng. Nếu bạn có thời gian ở Lat, hãy chắc chắn đến thăm người bạn của cô ấy!",100-200 N ₫
31,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"món ăn đưowcj. nhân viên phục vụ tận tình, vệ sinh sạch sẽ, nhưng giá hơi cao so với những nhà hàng tương đương khác",100-200 N ₫
32,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Món ăn được trang trí khá đẹp mắt và ngon miệng,  nhà hàng được bày trí như một không gian Hà Nội xưa. Nếu nhân viên thân thiện nữa thì quả là tuyệt vời.  Một nhà hàng nên đến thử một lần.",100-200 N ₫
33,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Những gì một nơi nhỏ này là, vui mừng chúng tôi đọc các nhận xét và quyết định đến đây. Chúng tôi đã ở Việt Nam trong một tuần hoặc lâu hơn và điều này dễ dàng là thực phẩm tốt nhất mà chúng tôi đã có. Chúng tôi đã thử làm cho nó cho mình cuộn mùa xuân, wow, chỉ wow! ! Sau đó, chúng tôi đã thử món cà ri dừa và nồi gà với cái sau tuyệt vời. Nếu bạn đang ở Lat, bạn phải đến nơi này.",100-200 N ₫
34,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Sau khi làm theo các đánh giá trên TripAdvisor cho 2 đêm trước của chúng tôi, chúng tôi hơi không chắc chắn về việc làm lại lần nữa vì thức ăn kém và dịch vụ kinh khủng.. . Tuy nhiên, đây chỉ là những gì chúng tôi cần để nhận ra thức ăn và rau củ đặc biệt ngon đến mức nào ở Đà Lạt.. . Rất giá cả hợp lý và SO ngon. Chúng tôi có cà ri rau và thực đơn chay.",100-200 N ₫
35,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Quán ăn ngon, nêm nếm hợp với khẩu vị của mình (không ngọt như các chỗ khác).. . Giá cả lại hợp lý. Mình thử phở và combo 2.",100-200 N ₫
36,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Mỗi khi đến Đà lạt ít nhất một lần tôi đến ăn ở đây. Tôi rất kỹ tính trong ăn uống và chồng tôi người Pháp lai Ý, anh là một đầu bếp của nhà hàng trước đây ở Paris, anh hiểu rất nhiều về sự tinh tế của các món ăn khắp thế giới, tôi thấy anh hài lòng với những món anh ăn ở Góc Hà Thành, tất nhiên tôi cũng vậy, đặc biệt là nụ cười của vợ chồng chủ nhà hàng này. Tôi thích nụ cười của họ, tôi yêu mến họ. .... Các món ăn ở đây chủ yêu là của Miền bắc Việt nam và rất ngon , giá không đắt khi nhà hàng nằm ngay trên khu phố Tây... Tôi sẽ ghé lại đây ăn mỗi lần tôi đến Đà lạt.",100-200 N ₫
37,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Tôi và chồng tương lai của tôi đã ghé thăm Góc Hà Thành đầu tháng 9 vừa qua.Thật sự là khi đến Đà Lạt chúng tôi đã gặp rất nhiều vấn đề khó khăn khi lựa chọn các món ăn phù hợp.Bởi vì bản thân tôi là người miền Bắc và chồng tôi là người Pháp.Tôi đã rất nhớ Hương vị của miền Bắc khi tôi đến Đà Lạt.Chồng tôi đã biết đến nhà hàng khi Truy cập vào tripadvisor.Thật ngạc nhiên với tên của nhà hàng.Chính "" Góc Hà Thành"" cho tôi có cảm giác như đang sống tại Hà Nội.Tất cả các món ăn không có gì tốt đẹp hơn để cho tôi nói.Thực sự là rất rất ngon.Gia vị vừa với tôi và cả chồng tôi.Đồ ăn nóng sốt.Đặc biệt hơn là chị chủ rất niềm nở,thân thiện.Khi chị biết chồng tôi bị đau bụng do ăn uống các bữa trước đó không hợp khẩu vị chị đã cho trà gừng và điều đó làm tôi rất biết ơn.Sau bữa ăn ngon tại Góc Hà Thành điện thoại của tôi hết pin và không thể liên lạc được với tài xế để đón chúng tôi trở về khách sạn.Chị đã giúp tôi gọi điện.Chúng tôi chỉ biết gửi lời cảm ơn tới chị và tất cả mọi người ở đây.",100-200 N ₫
38,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Không gian thiết kế, đồ đạc trong quán  gợi nhớ khung cảnh quán xá Miền Bắc cổ xưa. Các món nấu ngon, chủ quán niềm nở, giao tiếp chủ động.",100-200 N ₫
39,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Vợ chồng tôi đã có một bữa tối tuyệt vời. Nhân viên nhà hàng thân thiện, nhiệt tình. Thức ăn nóng sốt, hấp dẫn. Thiết kế nhà hàng làm người ta có cảm giác đang ở chính Hà Nội vậy. Cảm ơn Góc Hà Thành.",100-200 N ₫
40,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Vợ chồng chúng tôi đến Đà lạt lần đầu tiên và biết đến quán GÓc Hà Thành qua trip! Đến quán ăn gặp anh chị chủ quán rất nhiệt tình, chu đáo, quan tâm tới phản hồi của khách! Chúng tôi đã có 2 bữa ăn trưa  đều rất ngon hợp vị, thức ăn rất tươi ngon, đồ uống hoa quả tươi! giá cả hợp lý !.  Sau cuộc trò chuyện vui vẻ biết chúng tôi muốn đi mua quà cho gia đình và bạn bè mà còn nhiều lạ lẫm, chị chủ còn đưa chúng tôi ra các quán chợ Đà lạt chọn đồ như là người thân vậy ! .  Chúng tôi rất cảm ơn anh chị chủ quán và chúc anh chị sẽ thực hiện được dự định mở rộng chuỗi nhà hàng của mình!",100-200 N ₫
41,https://www.google.com/maps/search/?api=1&query=Goc%20ha%20thanh&query_place_id=ChIJpWohSykTcTERwN0IPtYQpqw,goc ha thanh,4.4,"Nhà hàng tốt nhất cho một bữa ăn tối ở Đà Lạt...Ở nơi đây bạn có thể thưởng thức trọn vẹn hương vị ẩm thực Việt như cơm niêu, bánh cuốn. Các món ăn được trình bày đẹp mắt, ấn tượng.",100-200 N ₫
42,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,"Không gian rộng, thoáng và chill, có không gian trong nhà và ngoài trời. đồ ăn rất ngon, mình rất thích món khoai tây đút lò và pizza ở đây. dịch vụ rất tốt. Rất đáng trải nghiệm nha các bạn",200-300 N ₫
43,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,"Thức ăn ngon, ổn áp, menu đa dạng phong phú, phục vụ dễ thương . Có view đồi , thoáng mát, . Ghế ngồi thoải mái . Cần thêm phục vụ nước nóng welcome",200-300 N ₫
44,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,"Đồ ăn ngon, nhân viên tư vấn chu đáo. Nhà hàng rộng rãi, có view ra thành phố khá đẹp. Tùy nhiên đồ ăn ra hơi lâu một chút. Nên đến nếu bạn muốn ăn đồ âu ở đà lạt",200-300 N ₫
45,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,"Mình đi cùng bạn tới đây. Mình gọi món Aussie burger và mình hài lòng về món ăn cũng như dịch vụ. Thịt bò mềm, tươi, vỏ bánh xốp, ko bị khô. Khoai tây chiên giòn",200-300 N ₫
46,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,"Nhà hàng món Tây ngon nhất Đà Lạt. Mình ăn pizza với cheese tươi và thịt nguội, salad và rau củ đút lò rất tuyệt. . Chồng mình thích món cafe chuối rất đặc biệt.",200-300 N ₫
47,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,"mình đi cùng gia đình và trải nghiệm món ăn ở đây ngon lắm, mình order pancake , lasana, cheesecake. . Do nhà mình ăn hết nên mình ko chụp hình các món ăn , chỉ có hình của món tráng miệng …sr cả nhà. Thật lòng mà nói đây là lần đầu tiên mình ăn món Âu ở việt Nam hoàn toàn đúng hương vị , đậm mùi chuẩn bên phương tây, ăn vừa miệng phần pancake khá to 3 miếng to dày. Bé nhà mình ăn ko hết, ba mẹ phải ăn hộ mới hết dĩa . Cheesecake mình chấm 10điểm nha , đậm vị có thể nếm được hương vị beo béo nhẹ sau khi ăn . Lasana cực kì thơm và đậm mùi , bé mình ko thích ăn cà chua mà món này có vị cà chua nhưng bé vẫn ăn được bé khen cả 3 món đều ngon . Phục vụ thân thiện , chu đáo nhưng làm đồ ăn hơi lâu, nếu cải thiện sẽ là nơi lý tưởng cho các du khách tận hưởng hơn. Không gian buổi sáng nắng nhẹ nhưng gió mát lạnh nên rất thích, ngồi ăn ngắm cảnh đồi núi và các nhà nhỏ nhìn yên bình . Tóm lại nhà mình khá kén style nhưng cả ông xã, mình và bé đều thích , đơn giản bình dị , đồ ăn thì hoàn hảo … Sẽ quay lại nhiều lần khi ghé lại Đà Lạt . Cám ơn shop😄",200-300 N ₫
48,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,Đồ ăn siêu ngon..Nhân viên nhiệt tình dễ thương lắm..Mình ăn lasage và pasta pesto món nào cũng hợp khẩu vị & ngon nha.không gian đẹp mát lắm,200-300 N ₫
49,https://www.google.com/maps/search/?api=1&query=Moto%20Laurie%20Cafe%20%26%20Bistro&query_place_id=ChIJIQ3O0dttcTERwU80Ib9XQY8,moto laurie cafe & bistro,4.8,Đi nhà hàng này nhận viên zui zẻ thân thiện món ăn vô cùng ngon ngon mọi người nên tới trải nghiệm nha,200-300 N ₫
